Flight ID,Engine,TOW (kg),TOW2_OpenAP (kg),Fuel Burnt (kg) ,Fuel Burnt OpenAP (kg),takeoff,climb,cruise,step climb,descent,landing,unknown
2022_05_24_1138_39644E__A332_F-GZCO,Trent 772,189973.08,179919.06,45773.08,35719.062207112845,20.0,1816.0,22252.0,0.0,1440.0,0.0,144.0
2022_05_24_1202_3C656F__A333_D-AIKO,Trent 772,182475.47,176566.47,32695.47,26786.465838298638,24.0,1552.0,14760.0,0.0,1804.0,0.0,188.0
2022_05_24_1748_3C6565__A333_D-AIKE,Trent 772,155508.8,154443.15,5728.8,4663.151574238554,0.0,696.0,996.0,0.0,1028.0,0.0,108.0
2022_05_24_1803_3C656F__A333_D-AIKO,Trent 772,155195.46,153888.13,5415.46,4108.127209200522,28.0,744.0,552.0,0.0,980.0,0.0,116.0
2022_05_24_2044_3C656F__A333_D-AIKO,Trent 772,154174.11,153332.34,4394.11,3552.336340323449,24.0,568.0,436.0,0.0,1216.0,0.0,28.0
2022_05_24_2045_3C6565__A333_D-AIKE,Trent 772,156884.66,154638.15,7104.66,4858.15419382469,28.0,992.0,760.0,0.0,1188.0,0.0,96.0
2022_05_24_2049_3C64F4__A343_D-AIGT,CFM56-5C3,N/A,157087.91,136199.73,87.90689984819038,48.0,2120.0,39208.0,0.0,1604.0,0.0,224.0
2022_05_24_2130_39644E__A332_F-GZCO,Trent 772,181642.38,172729.57,37442.38,28529.569486731085,48.0,1548.0,17648.0,0.0,1928.0,0.0,56.0
2022_05_24_2254_3C656F__A333_D-AIKO,Trent 772,188163.31,181164.31,38383.31,31384.311724777108,24.0,1860.0,17380.0,0.0,1788.0,0.0,88.0
2022_05_24_2322_3C6565__A333_D-AIKE,Trent 772,187966.32,180230.56,38186.32,30450.5588816139,0.0,1848.0,17416.0,0.0,1720.0,0.0,76.0
2022_05_25_0904_3C656F__A333_D-AIKO,Trent 772,212822.74,205021.4,63042.74,55241.39946972877,32.0,2064.0,32148.0,0.0,1664.0,0.0,116.0
2022_05_25_1005_3C6565__A333_D-AIKE,Trent 772,186349.14,178494.44,36569.14,28714.438095911006,28.0,1632.0,16992.0,0.0,1664.0,0.0,92.0
2022_05_25_1619_3C64F4__A343_D-AIGT,CFM56-5C3,N/A,157153.61,146218.47,153.61315767878108,84.0,2492.0,41688.0,0.0,1940.0,0.0,308.0
2022_05_25_1700_3C6565__A333_D-AIKE,Trent 772,155805.9,154025.21,6025.9,4245.212631213727,8.0,976.0,200.0,0.0,1284.0,0.0,44.0
2022_05_25_1912_3C6565__A333_D-AIKE,Trent 772,157015.11,154575.84,7235.11,4795.844978942055,44.0,1044.0,536.0,0.0,1488.0,0.0,28.0
2022_05_25_2123_3C6565__A333_D-AIKE,Trent 772,187863.18,177885.64,38083.18,28105.64402365231,8.0,1828.0,17324.0,0.0,1908.0,0.0,64.0
2022_05_25_2133_3C656F__A333_D-AIKO,Trent 772,200758.78,193687.65,50978.78,43907.652972423486,12.0,1672.0,25856.0,0.0,1832.0,0.0,156.0
2022_05_26_0840_3C6565__A333_D-AIKE,Trent 772,211936.9,203020.33,62156.9,53240.3287785311,32.0,2444.0,30236.0,0.0,2004.0,0.0,240.0
2022_05_26_0947_39644E__A332_F-GZCO,Trent 772,191220.26,180979.42,47020.26,36779.421451305854,32.0,1924.0,22628.0,0.0,1572.0,0.0,56.0
2022_05_26_1003_3C656F__A333_D-AIKO,Trent 772,187264.06,178416.93,37484.06,28636.92623524886,48.0,1928.0,16556.0,0.0,1668.0,0.0,68.0
2022_05_26_1138_3C64F4__A343_D-AIGT,CFM56-5C3,251981.51,168768.53,94981.51,11768.528356690758,80.0,1816.0,26636.0,0.0,2120.0,0.0,148.0
2022_05_26_1643_3C656F__A333_D-AIKO,Trent 772,156173.58,153851.99,6393.58,4071.992668265369,8.0,1056.0,112.0,0.0,1424.0,0.0,96.0
2022_05_26_1921_3C656F__A333_D-AIKO,Trent 772,155556.62,154647.62,5776.62,4867.623137726772,52.0,672.0,864.0,0.0,1200.0,0.0,36.0
2022_05_26_1956_39644E__A332_F-GZCO,Trent 772,192725.5,181600.9,48525.5,37400.89989137958,48.0,2136.0,22764.0,0.0,1724.0,0.0,116.0
2022_05_26_2051_3C6565__A333_D-AIKE,Trent 772,202687.26,192849.07,52907.26,43069.06971470835,12.0,1916.0,26264.0,0.0,1824.0,0.0,240.0
2022_05_26_2142_3C656F__A333_D-AIKO,Trent 772,189019.02,179392.89,39239.02,29612.885798573534,12.0,2000.0,17520.0,4.0,1732.0,0.0,104.0
2022_05_26_2212_3C64F4__A343_D-AIGT,CFM56-5C3,237203.69,166104.87,80203.69,9104.869546843718,88.0,1924.0,21884.0,0.0,1916.0,0.0,136.0
2022_05_27_0903_3C64F4__A343_D-AIGT,CFM56-5C3,N/A,157109.91,122372.93,109.9120099277409,60.0,1996.0,35044.0,4.0,1616.0,0.0,160.0
2022_05_27_0908_3C6565__A333_D-AIKE,Trent 772,206369.37,196060.73,56589.37,46280.7255783128,36.0,2080.0,27804.0,0.0,2328.0,0.0,176.0
2022_05_27_1246_3C656F__A333_D-AIKO,Trent 772,180779.53,172507.0,30999.53,22727.00471794489,36.0,1660.0,13360.0,0.0,1776.0,0.0,72.0
2022_05_27_2017_3C6565__A333_D-AIKE,Trent 772,196756.99,187228.57,46976.99,37448.573919703405,24.0,1816.0,22928.0,0.0,1624.0,0.0,140.0
2022_05_27_2207_3C64F4__A343_D-AIGT,CFM56-5C3,260234.29,170251.05,103234.29,13251.046274171296,32.0,2048.0,28992.0,4.0,1676.0,0.0,404.0
2022_05_27_2234_3C656F__A333_D-AIKO,Trent 772,182622.56,174300.13,32842.56,24520.133330328717,0.0,1748.0,14252.0,0.0,2104.0,0.0,108.0
2022_05_28_0724_39644E__A332_F-GZCO,Trent 772,170382.34,163187.88,26182.34,18987.882104365748,32.0,1604.0,10592.0,0.0,1608.0,0.0,92.0
2022_05_28_0919_3C6565__A333_D-AIKE,Trent 772,206928.39,196099.92,57148.39,46319.916956724745,44.0,2160.0,28112.0,0.0,1620.0,0.0,164.0
2022_05_28_1025_3C656F__A333_D-AIKO,Trent 772,212144.26,202523.61,62364.26,52743.61469150574,28.0,2040.0,31744.0,0.0,1836.0,0.0,156.0
2022_05_28_1224_3C64F4__A343_D-AIGT,CFM56-5C3,N/A,157102.61,136222.28,102.61354438852543,56.0,2092.0,39216.0,4.0,1756.0,0.0,200.0
2022_05_28_1301_39644E__A332_F-GZCO,Trent 772,174260.62,166558.76,30060.62,22358.759228454255,48.0,1828.0,12076.0,0.0,2012.0,0.0,188.0
2022_05_28_2026_3C6565__A333_D-AIKE,Trent 772,198005.62,189371.66,48225.62,39591.661064716805,28.0,2112.0,22816.0,0.0,1292.0,0.0,296.0
2022_05_28_2257_3C656F__A333_D-AIKO,Trent 772,206653.58,198095.26,56873.58,48315.25877604887,52.0,2468.0,26816.0,0.0,1908.0,0.0,228.0
2022_05_29_0239_3C64F4__A343_D-AIGT,CFM56-5C3,N/A,157102.61,122156.55,102.60802679662288,56.0,2260.0,34604.0,4.0,1604.0,0.0,212.0
2022_05_29_1203_3C6565__A333_D-AIKE,Trent 772,193970.11,185507.53,44190.11,35727.52518650386,24.0,1708.0,21656.0,0.0,1264.0,0.0,120.0
2022_05_29_1319_3C656F__A333_D-AIKO,Trent 772,189234.02,182466.01,39454.02,32686.007408049656,28.0,1464.0,19136.0,0.0,2100.0,0.0,220.0
2022_05_29_1418_39644E__A332_F-GZCO,Trent 772,184209.3,174263.9,40009.3,30063.896264557286,28.0,2156.0,17556.0,4.0,1292.0,0.0,216.0
2022_05_29_1632_3C64F4__A343_D-AIGT,CFM56-5C3,253321.46,170159.86,96321.46,13159.859423166308,40.0,1616.0,27512.0,0.0,1436.0,0.0,128.0
2022_05_29_2158_3C656F__A333_D-AIKO,Trent 772,192552.1,183292.62,42772.1,33512.6171840635,28.0,2144.0,19224.0,0.0,1732.0,0.0,100.0
2022_05_29_2225_39644E__A332_F-GZCO,Trent 772,179827.78,170839.29,35627.78,26639.294934058686,32.0,1756.0,15796.0,0.0,2216.0,0.0,132.0
2022_05_30_0430_3C64F4__A343_D-AIGT,CFM56-5C3,248145.45,168598.54,91145.45,11598.536071750044,32.0,1964.0,25416.0,4.0,1412.0,0.0,116.0
2022_05_30_0912_3C656F__A333_D-AIKO,Trent 772,213824.43,203394.5,64044.43,53614.50444528315,24.0,2528.0,31172.0,0.0,2008.0,0.0,264.0
2022_05_30_1055_3C6565__A333_D-AIKE,Trent 772,188552.98,179020.8,38772.98,29240.799025886652,32.0,1756.0,17836.0,0.0,1924.0,0.0,204.0
2022_05_30_1327_39644E__A332_F-GZCO,Trent 772,183187.38,173994.39,38987.38,29794.388468305267,28.0,1988.0,17360.0,0.0,1536.0,0.0,272.0
2022_05_30_1605_3C64F4__A343_D-AIGT,CFM56-5C3,245773.46,167675.26,88773.46,10675.257616553456,52.0,1856.0,24812.0,0.0,1252.0,0.0,188.0
2022_05_30_2131_3C656F__A333_D-AIKO,Trent 772,209309.14,201108.96,59529.14,51328.96188192982,28.0,1952.0,30384.0,0.0,1516.0,0.0,80.0
2022_05_30_2159_39644E__A332_F-GZCO,Trent 772,180510.02,170617.44,36310.02,26417.43612912368,32.0,1920.0,15940.0,0.0,1580.0,0.0,68.0
2022_05_30_2215_3C6565__A333_D-AIKE,Trent 772,192356.33,182895.18,42576.33,33115.175550455315,36.0,2080.0,19328.0,0.0,1580.0,0.0,88.0
2022_05_31_0237_3C64F4__A343_D-AIGT,CFM56-5C3,236506.98,166290.27,79506.98,9290.267678334985,112.0,1800.0,21884.0,0.0,1408.0,0.0,88.0
2022_05_31_1212_3C656F__A333_D-AIKO,Trent 772,184719.23,177104.17,34939.23,27324.169739634614,24.0,2056.0,14640.0,0.0,1300.0,0.0,480.0
2022_05_31_1352_39644E__A332_F-GZCO,Trent 772,183223.7,173717.54,39023.7,29517.542676769284,28.0,2000.0,17284.0,0.0,1844.0,0.0,144.0
2022_05_31_1402_3C64F4__A343_D-AIGT,CFM56-5C3,240041.57,166597.77,83041.57,9597.774430744608,44.0,1804.0,23016.0,0.0,1860.0,0.0,192.0
2022_05_31_1815_3C656F__A333_D-AIKO,Trent 772,154805.0,153291.36,5025.0,3511.363175940176,20.0,636.0,716.0,0.0,964.0,0.0,28.0
2022_05_31_2021_3C6565__A333_D-AIKE,Trent 772,200322.98,190662.42,50542.98,40882.42411378778,32.0,1964.0,24660.0,0.0,1672.0,0.0,84.0
2022_05_31_2048_3C656F__A333_D-AIKO,Trent 772,154770.9,153495.68,4990.9,3715.6807901069524,28.0,736.0,208.0,0.0,1352.0,0.0,52.0
2022_05_31_2212_39644E__A332_F-GZCO,Trent 772,185252.5,174732.22,41052.5,30532.223884244075,32.0,2296.0,17692.0,0.0,1624.0,0.0,92.0
2022_05_31_2247_3C656F__A333_D-AIKO,Trent 772,188780.0,179605.44,39000.0,29825.44303350794,20.0,1984.0,17256.0,0.0,2000.0,0.0,270.0
2022_05_31_2331_3C64F4__A343_D-AIGT,CFM56-5C3,234068.95,165795.86,77068.95,8795.859508285235,64.0,1728.0,21272.0,0.0,1576.0,0.0,148.0
2022_06_01_0940_3C656F__A333_D-AIKO,Trent 772,207740.02,198963.75,57960.02,49183.74658472228,32.0,1924.0,29194.0,0.0,2248.0,0.0,184.0
2022_06_01_1154_3C64F4__A343_D-AIGT,CFM56-5C3,271389.6,172427.89,114389.6,15427.892026107662,56.0,1780.0,32828.0,0.0,1796.0,0.0,240.0
2022_06_01_1439_39644E__A332_F-GZCO,Trent 772,181861.94,172433.21,37661.94,28233.213032162108,28.0,2076.0,16364.0,0.0,1388.0,0.0,92.0
2022_06_01_2049_3C6565__A333_D-AIKE,Trent 772,202788.91,191211.31,53008.91,41431.3099506529,24.0,2032.0,26108.0,0.0,1392.0,0.0,96.0
2022_06_01_2139_39644E__A332_F-GZCO,Trent 772,154871.34,150178.2,10671.34,5978.199983919452,8.0,1760.0,516.0,0.0,1596.0,0.0,52.0
2022_06_01_2203_3C656F__A333_D-AIKO,Trent 772,204900.6,194441.78,55120.6,44661.78416808272,20.0,2320.0,26476.0,0.0,1508.0,0.0,148.0
2022_06_02_0037_39644E__A332_F-GZCO,Trent 772,187212.1,176517.36,43012.1,32317.36187120632,28.0,2388.0,18452.0,4.0,2024.0,0.0,216.0
2022_06_02_0040_3C64F4__A343_D-AIGT,CFM56-5C3,261874.32,170525.91,104874.32,13525.913593676813,0.0,1632.0,30232.0,0.0,1392.0,0.0,164.0
2022_06_02_0935_39644E__A332_F-GZCO,Trent 772,191873.78,180734.45,47673.78,36534.45144559509,28.0,2128.0,22380.0,0.0,1580.0,0.0,128.0
2022_06_02_1041_3C6565__A333_D-AIKE,Trent 772,187159.38,178486.95,37379.38,28706.949097875906,32.0,1936.0,16524.0,0.0,1608.0,0.0,140.0
2022_06_02_1202_3C656F__A333_D-AIKO,Trent 772,184056.02,175500.73,34276.02,25720.7305717274,28.0,1876.0,14640.0,0.0,2056.0,0.0,136.0
2022_06_02_1300_3C64F4__A343_D-AIGT,CFM56-5C3,238189.21,166607.64,81189.21,9607.642907770436,64.0,1740.0,22536.0,0.0,1536.0,0.0,232.0
2022_06_02_1727_3C6565__A333_D-AIKE,Trent 772,155474.39,153733.21,5694.39,3953.2117921178638,4.0,824.0,500.0,0.0,1240.0,0.0,56.0
2022_06_02_1807_3C656F__A333_D-AIKO,Trent 772,154924.35,153447.11,5144.35,3667.1067560505635,24.0,752.0,404.0,0.0,928.0,0.0,76.0
2022_06_02_1959_3C6565__A333_D-AIKE,Trent 772,158085.78,155645.53,8305.78,5865.530896875751,32.0,956.0,1540.0,0.0,1376.0,0.0,112.0
2022_06_02_2044_3C656F__A333_D-AIKO,Trent 772,155234.66,154108.92,5454.66,4328.922154051556,32.0,760.0,440.0,0.0,1252.0,0.0,52.0
2022_06_02_2213_3C64F4__A343_D-AIGT,CFM56-5C3,235166.27,165822.24,78166.27,8822.241281396411,40.0,1920.0,21360.0,0.0,1600.0,0.0,288.0
2022_06_02_2230_39644E__A332_F-GZCO,Trent 772,192547.53,181958.8,48347.53,37758.79976044821,36.0,2132.0,22564.0,0.0,2032.0,0.0,248.0
2022_06_02_2240_3C6565__A333_D-AIKE,Trent 772,185805.59,178333.79,36025.59,28553.791739755936,4.0,1612.0,16888.0,0.0,1460.0,0.0,64.0
2022_06_02_2255_3C656F__A333_D-AIKO,Trent 772,188415.31,180219.06,38635.31,30439.0636991379,24.0,2056.0,16892.0,0.0,1720.0,0.0,232.0
2022_06_03_1121_3C6565__A333_D-AIKE,Trent 772,194671.54,184337.07,44891.54,34557.07030741827,32.0,2392.0,19696.0,0.0,1676.0,0.0,312.0
2022_06_03_1210_3C656F__A333_D-AIKO,Trent 772,183099.14,176106.8,33319.14,26326.80321606649,32.0,1600.0,14918.0,0.0,1984.0,0.0,152.0
2022_06_03_1326_39644E__A332_F-GZCO,Trent 772,184771.88,175414.22,40571.88,31214.220889767854,20.0,2216.0,17716.0,0.0,1512.0,0.0,132.0
2022_06_03_1542_3C64F4__A343_D-AIGT,CFM56-5C3,253456.24,169520.27,96456.24,12520.272991027246,60.0,2056.0,26760.0,0.0,2296.0,0.0,184.0
2022_06_03_1821_3C656F__A333_D-AIKO,Trent 772,155730.59,153666.84,5950.59,3886.8436417589473,24.0,996.0,8.0,0.0,1340.0,0.0,44.0
2022_06_03_2038_3C656F__A333_D-AIKO,Trent 772,155160.18,153773.48,5380.18,3993.478449414365,32.0,768.0,356.0,0.0,1244.0,0.0,96.0
2022_06_03_2218_39644E__A332_F-GZCO,Trent 772,182006.95,174302.27,37806.95,30102.274744410108,44.0,1768.0,17212.0,0.0,1820.0,0.0,116.0
2022_06_03_2219_3C6565__A333_D-AIKE,Trent 772,197423.28,189467.43,47643.28,39687.427456812744,0.0,1980.0,22816.0,0.0,1876.0,0.0,196.0
2022_06_03_2237_3C656F__A333_D-AIKO,Trent 772,188712.9,179254.98,38932.9,29474.976401982283,32.0,1772.0,17938.0,0.0,1780.0,0.0,192.0
2022_06_04_0343_3C64F4__A343_D-AIGT,CFM56-5C3,250322.11,168753.39,93322.11,11753.386024497353,28.0,1840.0,26272.0,0.0,1484.0,0.0,124.0
2022_06_04_0925_3C6565__A333_D-AIKE,Trent 772,202236.18,192366.57,52456.18,42586.57017983572,32.0,2176.0,24972.0,0.0,2164.0,0.0,224.0
2022_06_04_1549_3C64F4__A343_D-AIGT,CFM56-5C3,252032.91,169008.48,95032.91,12008.479659002236,60.0,1736.0,26844.0,0.0,1816.0,0.0,156.0
2022_06_04_2011_3C6565__A333_D-AIKE,Trent 772,198317.94,188609.26,48537.94,38829.26116843341,28.0,2188.0,22648.0,0.0,1752.0,0.0,200.0
2022_06_05_0349_3C64F4__A343_D-AIGT,CFM56-5C3,248327.52,168421.69,91327.52,11421.693256231509,32.0,2640.0,24420.0,0.0,1876.0,0.0,336.0
2022_06_05_1029_3C6565__A333_D-AIKE,Trent 772,198892.58,188853.98,49112.58,39073.97742635154,28.0,2036.0,23608.0,0.0,1496.0,0.0,100.0
2022_06_05_1437_39644E__A332_F-GZCO,Trent 772,183906.1,174729.68,39706.1,30529.678760317605,32.0,1740.0,18540.0,0.0,1784.0,0.0,136.0
2022_06_05_1603_3C64F4__A343_D-AIGT,CFM56-5C3,240579.94,167187.97,83579.94,10187.967736520346,40.0,1572.0,23560.0,0.0,1660.0,0.0,120.0
2022_06_05_2011_3C6565__A333_D-AIKE,Trent 772,199371.68,192091.94,49591.68,42311.938611400255,0.0,2400.0,22692.0,0.0,1924.0,0.0,188.0
2022_06_05_2255_39644E__A332_F-GZCO,Trent 772,183638.31,173442.27,39438.31,29242.26834563368,44.0,2104.0,17196.0,0.0,1648.0,0.0,208.0
2022_06_06_0225_3C64F4__A343_D-AIGT,CFM56-5C3,234013.64,165668.25,77013.64,8668.249755763183,72.0,1840.0,21064.0,0.0,1700.0,0.0,148.0
2022_06_06_0956_3C6565__A333_D-AIKE,Trent 772,190449.46,180729.66,40669.46,30949.659235947496,32.0,2096.0,17996.0,0.0,1852.0,0.0,128.0
2022_06_06_1332_39644E__A332_F-GZCO,Trent 772,182537.3,172775.27,38337.3,28575.27149585772,32.0,1884.0,17248.0,0.0,1696.0,0.0,168.0
2022_06_06_1621_3C64F4__A343_D-AIGT,CFM56-5C3,237466.82,166218.71,80466.82,9218.712344187856,52.0,1704.0,22324.0,0.0,1980.0,0.0,172.0
2022_06_06_1707_3C6565__A333_D-AIKE,Trent 772,159601.91,155957.02,9821.91,6177.016990834554,44.0,1572.0,460.0,0.0,1508.0,0.0,76.0
2022_06_06_2000_3C6565__A333_D-AIKE,Trent 772,158486.96,155538.88,8706.96,5758.880689316202,40.0,1288.0,596.0,0.0,1748.0,0.0,76.0
2022_06_06_2201_39644E__A332_F-GZCO,Trent 772,183733.13,174325.81,39533.13,30125.8144170055,36.0,1984.0,17708.0,0.0,1552.0,0.0,180.0
2022_06_06_2219_3C6565__A333_D-AIKE,Trent 772,190323.42,179861.78,40543.42,30081.783374890492,48.0,2100.0,17912.0,0.0,1700.0,0.0,72.0
2022_06_07_0213_3C64F4__A343_D-AIGT,CFM56-5C3,232533.97,165594.72,75533.97,8594.716030008318,72.0,1596.0,20964.0,0.0,1636.0,0.0,96.0
2022_06_07_0836_39644E__A332_F-GZCO,Trent 772,158210.42,153518.98,14010.42,9318.981070865035,28.0,1512.0,3356.0,0.0,1460.0,0.0,48.0
2022_06_07_0904_3C6565__A333_D-AIKE,Trent 772,200982.58,192122.32,51202.58,42342.32415009429,28.0,1772.0,25548.0,0.0,2024.0,0.0,168.0
2022_06_07_1203_3C64F4__A343_D-AIGT,CFM56-5C3,N/A,157102.62,128135.29,102.61861469954427,56.0,1828.0,37108.0,0.0,1600.0,0.0,88.0
2022_06_07_1226_39644E__A332_F-GZCO,Trent 772,158216.66,154394.39,14016.66,10194.388737086683,32.0,1240.0,4064.0,0.0,1844.0,0.0,80.0
2022_06_07_2002_3C6565__A333_D-AIKE,Trent 772,197450.42,187394.78,47670.42,37614.783040561124,28.0,2048.0,22504.0,0.0,1896.0,0.0,188.0
2022_06_08_0218_3C64F4__A343_D-AIGT,CFM56-5C3,N/A,157102.56,122893.37,102.56232171735459,56.0,2272.0,34764.0,0.0,1840.0,0.0,368.0
2022_06_08_0929_3C6565__A333_D-AIKE,Trent 772,213541.79,202963.62,63761.79,53183.6163125985,24.0,2316.0,31844.0,0.0,1628.0,0.0,116.0
2022_06_08_1212_39644E__A332_F-GZCO,Trent 772,178640.75,170257.14,34440.75,26057.137405371315,24.0,1948.0,14832.0,0.0,1120.0,0.0,180.0
2022_06_08_1607_3C64F4__A343_D-AIGT,CFM56-5C3,244923.39,167374.78,87923.39,10374.783648092263,32.0,1664.0,24804.0,0.0,1644.0,0.0,116.0
2022_06_08_1849_39644E__A332_F-GZCO,Trent 772,155674.54,151126.16,11474.54,6926.160360177423,8.0,1640.0,1384.0,0.0,1632.0,0.0,56.0
2022_06_08_2153_3C6565__A333_D-AIKE,Trent 772,210261.38,201871.0,60481.38,52090.99900565809,28.0,2200.0,30072.0,0.0,1632.0,0.0,328.0
2022_06_08_2154_39644E__A332_F-GZCO,Trent 772,182085.98,173287.04,37885.98,29087.036786079178,8.0,1736.0,17624.0,0.0,1480.0,0.0,100.0
2022_06_09_0245_3C64F4__A343_D-AIGT,CFM56-5C3,234631.08,165983.68,77631.08,8983.677464450695,80.0,1852.0,21204.0,0.0,1852.0,0.0,144.0
2022_06_09_0937_3C656F__A333_D-AIKO,Trent 772,213319.6,204347.37,63539.6,54567.36990505725,32.0,2080.0,32332.0,0.0,1849.0,0.0,156.0
2022_06_09_1132_3C6565__A333_D-AIKE,Trent 772,194040.02,183247.34,44260.02,33467.339378170625,32.0,2180.0,19992.0,0.0,1628.0,0.0,300.0
2022_06_09_1601_3C64F4__A343_D-AIGT,CFM56-5C3,256720.1,169848.96,99720.1,12848.963400222587,56.0,1612.0,28524.0,0.0,1612.0,0.0,140.0
2022_06_09_2100_39644E__A332_F-GZCO,Trent 772,193839.05,183948.48,49639.05,39748.48258544179,36.0,2020.0,23936.0,0.0,1548.0,0.0,108.0
2022_06_09_2153_3C656F__A333_D-AIKO,Trent 772,210446.44,201822.87,60666.44,52042.86954865723,20.0,2008.0,30900.0,4.0,1536.0,0.0,168.0
2022_06_10_0346_3C64F4__A343_D-AIGT,CFM56-5C3,247159.59,167907.61,90159.59,10907.61346696036,40.0,1940.0,25064.0,0.0,1836.0,0.0,156.0
2022_06_10_1155_3C656F__A333_D-AIKO,Trent 772,182611.19,175374.52,32831.19,25594.519346531022,44.0,1752.0,14092.0,0.0,1980.0,0.0,136.0
2022_06_10_1804_3C656F__A333_D-AIKO,Trent 772,154936.03,153541.36,5156.03,3761.3621332885537,24.0,712.0,500.0,0.0,1072.0,0.0,44.0
2022_06_10_1952_3C64F4__A343_D-AIGT,CFM56-5C3,N/A,157146.43,136225.58,146.43392749794126,80.0,2336.0,38860.0,0.0,1596.0,0.0,204.0
2022_06_10_2039_39644E__A332_F-GZCO,Trent 772,196858.42,185929.51,52658.42,41729.50766039078,32.0,2304.0,24996.0,0.0,1416.0,0.0,76.0
2022_06_10_2046_3C656F__A333_D-AIKO,Trent 772,155131.4,153528.03,5351.4,3748.0278356528856,20.0,792.0,360.0,4.0,1104.0,0.0,48.0
2022_06_10_2254_3C656F__A333_D-AIKO,Trent 772,187500.28,178709.89,37720.28,28929.893039061662,20.0,1944.0,16744.0,0.0,1736.0,0.0,56.0
2022_06_11_0941_3C656F__A333_D-AIKO,Trent 772,214111.05,206150.17,64331.05,56370.16538060068,36.0,2356.0,31956.0,0.0,1856.0,0.0,96.0
2022_06_11_1226_39644E__A332_F-GZCO,Trent 772,180807.69,172213.69,36607.69,28013.69496614523,36.0,1620.0,17024.0,0.0,1588.0,0.0,164.0
2022_06_11_1532_3C64F4__A343_D-AIGT,CFM56-5C3,N/A,157095.08,148809.77,95.08065026791728,52.0,2672.0,42288.0,0.0,2096.0,0.0,220.0
2022_06_11_1956_39644E__A332_F-GZCO,Trent 772,151566.98,149443.79,7366.98,5243.7911527050455,28.0,1004.0,832.0,0.0,1408.0,0.0,36.0
2022_06_11_2153_3C656F__A333_D-AIKO,Trent 772,210475.87,200980.82,60695.87,51200.82418595522,24.0,2432.0,29524.0,4.0,1648.0,0.0,168.0
2022_06_11_2245_39644E__A332_F-GZCO,Trent 772,175552.9,166562.35,31352.9,22362.354912889223,32.0,1728.0,13368.0,0.0,1776.0,0.0,112.0
2022_06_12_0915_3C64F4__A343_D-AIGT,CFM56-5C3,259601.67,170039.8,102601.67,13039.803042319678,60.0,2028.0,28804.0,4.0,1720.0,0.0,164.0
2022_06_12_1136_3C656F__A333_D-AIKO,Trent 772,203227.14,195722.48,53447.14,45942.48164428417,28.0,1892.0,26408.0,0.0,2108.0,0.0,568.0
2022_06_12_1153_39644E__A332_F-GZCO,Trent 772,195430.57,184608.09,51230.57,40408.091134935195,36.0,1656.0,26040.0,0.0,1584.0,0.0,196.0
2022_06_12_2034_3C64F4__A343_D-AIGT,CFM56-5C3,264059.33,171679.22,107059.33,14679.216314090929,64.0,2672.0,29224.0,0.0,1928.0,0.0,364.0
2022_06_12_2216_3C656F__A333_D-AIKO,Trent 772,195616.63,185312.0,45836.63,35532.000306858834,44.0,2100.0,21240.0,0.0,1616.0,0.0,144.0
2022_06_13_0900_3C656F__A333_D-AIKO,Trent 772,211239.53,200598.42,61459.53,50818.41749954017,36.0,2412.0,29968.0,0.0,1820.0,0.0,180.0
2022_06_13_2046_3C656F__A333_D-AIKO,Trent 772,204236.38,193537.47,54456.38,43757.47320397823,12.0,2444.0,25584.0,0.0,1808.0,0.0,192.0
2022_06_13_2209_39644E__A332_F-GZCO,Trent 772,193347.8,183614.36,49147.8,39414.357174230376,60.0,1632.0,24720.0,0.0,1664.0,0.0,116.0
2022_06_14_0856_3C656F__A333_D-AIKO,Trent 772,204112.25,194530.6,54332.25,44750.59509890165,36.0,2304.0,25720.0,0.0,2064.0,0.0,336.0
2022_06_14_2256_3C656F__A333_D-AIKO,Trent 772,196731.46,188570.75,46951.46,38790.752012055396,28.0,2016.0,22276.0,0.0,1528.0,0.0,200.0
2022_06_15_1132_3C656F__A333_D-AIKO,Trent 772,185690.58,177160.75,35910.58,27380.7513700454,32.0,1820.0,16012.0,0.0,1540.0,0.0,92.0
2022_06_15_1236_3C64F4__A343_D-AIGT,CFM56-5C3,N/A,157080.57,126289.01,80.57168871846619,44.0,1936.0,36340.0,0.0,1844.0,0.0,236.0
2022_06_15_1403_39644E__A332_F-GZCO,Trent 772,183112.02,173893.7,38912.02,29693.702620165015,28.0,2192.0,16728.0,4.0,1444.0,0.0,148.0
2022_06_15_1815_3C656F__A333_D-AIKO,Trent 772,156138.72,154323.26,6358.72,4543.259399699295,0.0,740.0,1152.0,0.0,1364.0,0.0,64.0
2022_06_15_2058_3C656F__A333_D-AIKO,Trent 772,156414.66,154283.78,6634.66,4503.783554421674,28.0,940.0,520.0,0.0,1556.0,0.0,56.0
2022_06_15_2205_39644E__A332_F-GZCO,Trent 772,181163.22,171681.69,36963.22,27481.690626769632,32.0,1844.0,16432.0,0.0,1988.0,0.0,124.0
2022_06_15_2334_3C656F__A333_D-AIKO,Trent 772,187688.8,179209.79,37908.8,29429.792408136942,0.0,2060.0,16564.0,0.0,1708.0,0.0,112.0
2022_06_16_0247_3C64F4__A343_D-AIGT,CFM56-5C3,273951.63,173620.15,116951.63,16620.153525786907,64.0,2276.0,32960.0,0.0,1556.0,0.0,172.0
